post_id;text;publication_time;collection_time;comments;likes;language
18033174817509402;"₊⁺♡̶ 𝐓𝐨𝐝𝐚𝐲'𝐬 𝐓𝐢𝐚𝐫𝐚 ♡̶₊⁺
《 CHANELカラーコードコレクション 》

7月7日(金)にみんな大好きCHANALから
夏限定カラーの商品が発売されるみたい〜📢🎀

全9色展開の夏らしいカラーが可愛すぎる🪞

私は黒を持ってるんだけど
黄色が欲しくてたまらない...🍋🧺🏹

店舗販売は表参道のみであとはオンラインで
数量限定販売らしので欲しい方は
早めのチェックがおすすめです🛒🖤🖤

みんはは何色が欲しいかコメントで教えてね🗣♡

参考になったらぜひ「保存」して
見返せるようにしてね⚖️♥

＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿

tiara__royal をタグ付けまたは
#tiara_royal のハッシュタグ記載で
写真を紹介させていただくかも…♡⋆⁺₊⋆ ♡̷̷̷ 
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿

#フレンチガーリー #frenchgirly #フレンチガーリーコーデ #frenchgirlystyle #ガーリーコーデ #ガーリー #ガーリーファッション #ヴィンテージガーリー #ハイブランド #おパリ女子 #おパリコーデ #シャネル #シャネルミラー #大人かわいい #自分へのご褒美 #自分へのプレゼント #自分への誕生日プレゼント #ギフトにおすすめ #夏限定 #シャネルコスメ #デパコス #デパコスプレゼント #デパコス新作 #CHANEL";2023-06-26 11:47:03+00:00;2023-06-26 15:20:53.189034+00:00;0;324;ja
17994712703000654;"GRAZIA

 #小松菜奈  #小松菜奈ちゃん  #小松菜奈ちゃんファンと繋がりたい  #小松菜奈の毎日が幸せで溢れますように  #小松菜奈好きな人と繋がりたい  #小松菜奈ファンと繋がりたい  #小松菜奈可愛い  #小松菜奈好きと繋がりたい  #小松菜奈ちゃんのファンと繋がりたい  #小松菜奈ちゃん好きな人と繋がりたい  #すだなな結婚  #小松菜奈の毎日が笑顔で溢れますように  #こまつなな  #こまつななちゃん #chanel  #菜奈  #konichan  #konichan7  #konichans  #komatunana  #komatuna  #komatsunana  #nanakomatsu  #고마츠나나 #chanel  #菜奈  #konichan  #konichan7  #konichans  #komatunana  #komatuna  #komatsunana  #nanakomatsu  #grazia";2023-06-26 13:30:42+00:00;2023-06-26 15:20:53.190925+00:00;0;145;ja
18032789074508244;"🌹🌹 Jennie my beautiful Queen 🌹🌹

#jennie #kimjennie #jenniekim #kpop #blackpink #theweeknd #blackpinkjennie #jennieblackpink #bp #blink #blinks #jennierubyjane #jenlisa #chanel #ellekorea #idol #wkorea #chanel #youtube #bornpink #newyork #tamburinsofficial #voguekorea #love #instagram #life #beautiful #voguetaiwan #nini #tamburinsofficial #coachella #voguejapan";2023-06-26 12:16:46+00:00;2023-06-26 15:20:53.193343+00:00;4;175;en
17936968178677996;"Margot Robbie at the Barbie press event

margotrobbieess 

#margotrobbie #metgala #babylonmovie #metgala2023 #barbie #barbiemovie #focus #focusmovie #focusmovieedit #margotrobbieedit #margotrobbiefan #naomilapaglia #margotrobbieedits #meganfox #angelinajolie #amberheard #scarlettjohansson #emmawatson #hot #barbie #harleyquinn #women #chanel #harleyquinnedits #harleyquinnedits #dcwomen #johnnydepp #taylorswift #lanadelrey #selenagomez #goldenglobes #goldenglobes2023";2023-06-26 10:03:36+00:00;2023-06-26 15:20:53.194491+00:00;31;1970;en
17985977888165653;"🤍 vilmabergenheim 
#chanel";2023-06-24 20:27:40+00:00;2023-06-26 15:20:53.194988+00:00;10;1264;de
17978104835467987;"Lily-Rose at the Chanel Womenswear S/S2022 Fashion show in Paris | October 5th, 2021 🤍

•

•

#LilyRoseDepp #JohnnyDepp #Lily #Fanpage #Idol#Beauty #Model #Modeling #Fashion #Chanel #Makeup #Follow #LifeStyle #Love #Like #ExplorePage  #Dior  #Paris #France #Actress #Actor #Gucci #JackDepp #hollywood #Movie #AlanaChampion#VanessaParadis #TimothéeChalamet #Viral #LilyRose";2023-06-26 00:08:40+00:00;2023-06-26 15:20:53.196073+00:00;18;1300;en
17999915143777346;#chanel #chanelarchive #1963 #chaneldress #hautecouture #chanelheritage;2023-06-26 06:22:31+00:00;2023-06-26 15:20:53.196073+00:00;2;446;en
18007686652765041;"🌹🌹 Jennie my beautiful Queen 🌹🌹

#jennie #kimjennie #jenniekim #kpop #blackpink #theweeknd #blackpinkjennie #jennieblackpink #bp #blink #blinks #jennierubyjane #jenlisa #chanel #ellekorea #idol #wkorea #chanel #youtube #bornpink #newyork #tamburinsofficial #voguekorea #love #instagram #life #beautiful #voguetaiwan #nini #tamburinsofficial #coachella #voguejapan";2023-06-25 11:48:04+00:00;2023-06-26 15:20:53.197115+00:00;29;779;no
18236285161205680;#chanel #chanelarchive #1963 #romyschneider #gabriellechanel #chaneldress #fittingroom #fitting #31ruecambon;2023-06-25 07:23:54+00:00;2023-06-26 15:20:53.197739+00:00;13;916;en
18011452285727363;"Coquette gamer girl 👾🎀
Keyboard picture is mine!

Follow me (pinterestfairys) for more! 🧚🏻‍♀️🎀

#pinterest #coquette #coquetteaesthetic #coquettegirl #aesthetic #dollette #dolletteaesthetic #girlblog #cute #explore #pinkcore #pinkcolor #pinkaesthetic #books #explorepage #lover #lanadelrey #arianagrande #taylorswift #girlblogger #heavenly #fashioninspo #softaesthetic #dreamy #dior #chanel #disney";2023-06-24 22:40:28+00:00;2023-06-26 15:20:53.198237+00:00;39;721;en
